,Rank,Title,Studio,Total Gross,Theaters,Opening,Opening Theaters,Year,link
0,90,The Watch,Fox,"$35,353,000","3,168","$12,750,297","3,168",2012,/movies/?id=neighborhoodwatch.htm
0,91,Frankenweenie,BV,"$35,291,068","3,005","$11,412,213","3,005",2012,/movies/?id=frankenweenie.htm
0,92,Step Up Revolution,LG/S,"$35,074,677","2,606","$11,731,708","2,567",2012,/movies/?id=stepup4.htm
0,93,Tyler Perry's Good Deeds,LGF,"$35,025,791","2,132","$15,583,924","2,132",2012,/movies/?id=gooddeeds.htm
0,94,"Monsters, Inc. (3D)",BV,"$34,043,006","2,618","$4,774,686","2,618",2012,/movies/?id=monstersinc3d.htm
0,95,2016 Obama's America,RM,"$33,449,086","2,017","$31,610",1,2012,/movies/?id=2016obamasamerica.htm
0,96,House at the End of The Street,Rela.,"$31,611,916","3,083","$12,287,234","3,083",2012,/movies/?id=houseattheendofthestreet.htm
0,97,The Pirates! Band of Misfits,Sony,"$31,051,126","3,358","$11,137,734","3,358",2012,/movies/?id=pirates12.htm
0,98,Joyful Noise,WB,"$30,932,113","2,735","$11,225,190","2,735",2012,/movies/?id=joyfulnoise.htm
0,99,Chimpanzee,BV,"$28,972,764","1,567","$10,673,748","1,563",2012,/movies/?id=chimpanzee.htm
0,100,The Five-Year Engagement,Uni.,"$28,835,528","2,941","$10,610,060","2,936",2012,/movies/?id=fiveyearengagement.htm
0,1,The Hunger Games: Catching Fire,LGF,"$424,668,047","4,163","$158,074,286","4,163",2013,/movies/?id=catchingfire.htm
0,2,Iron Man 3,BV,"$409,013,994","4,253","$174,144,585","4,253",2013,/movies/?id=ironman3.htm
0,3,Frozen,BV,"$400,738,009","3,742","$243,390",1,2013,/movies/?id=frozen2013.htm
0,4,Despicable Me 2,Uni.,"$368,061,265","4,003","$83,517,315","3,997",2013,/movies/?id=despicableme2.htm
0,5,Man of Steel,WB,"$291,045,518","4,207","$116,619,362","4,207",2013,/movies/?id=superman2012.htm
0,6,Gravity,WB,"$274,092,705","3,820","$55,785,112","3,575",2013,/movies/?id=gravity.htm
0,7,Monsters University,BV,"$268,492,764","4,004","$82,429,469","4,004",2013,/movies/?id=monstersinc2.htm
0,8,The Hobbit: The Desolation of Smaug,WB (NL),"$258,366,855","3,928","$73,645,197","3,903",2013,/movies/?id=hobbit2.htm
0,9,Fast & Furious 6,Uni.,"$238,679,850","3,771","$97,375,245","3,658",2013,/movies/?id=fast6.htm
0,10,Oz The Great and Powerful,BV,"$234,911,825","3,912","$79,110,453","3,912",2013,/movies/?id=oz.htm
0,11,Star Trek Into Darkness,Par.,"$228,778,661","3,907","$70,165,559","3,868",2013,/movies/?id=startrek12.htm
0,12,Thor: The Dark World,BV,"$206,362,140","3,841","$85,737,841","3,841",2013,/movies/?id=thor2.htm
0,13,World War Z,Par.,"$202,359,711","3,607","$66,411,834","3,607",2013,/movies/?id=worldwarz.htm
0,14,The Croods,Fox,"$187,168,425","4,065","$43,639,736","4,046",2013,/movies/?id=croods.htm
0,15,The Heat,Fox,"$159,582,188","3,184","$39,115,043","3,181",2013,/movies/?id=bullockmccarthy.htm
0,16,We're the Millers,WB (NL),"$150,394,119","3,445","$26,419,396","3,260",2013,/movies/?id=werethemillers.htm
0,17,American Hustle,Sony,"$150,117,807","2,629","$740,455",6,2013,/movies/?id=davido2013.htm
0,18,The Great Gatsby (2013),WB,"$144,840,419","3,550","$50,085,185","3,535",2013,/movies/?id=greatgatsby2012.htm
0,19,The Conjuring,WB (NL),"$137,400,141","3,115","$41,855,326","2,903",2013,/movies/?id=conjuring.htm
0,20,Identity Thief,Uni.,"$134,506,920","3,230","$34,551,025","3,141",2013,/movies/?id=identitythief.htm
0,21,Grown Ups 2,Sony,"$133,668,525","3,491","$41,508,572","3,491",2013,/movies/?id=grownups2.htm
0,22,The Wolverine,Fox,"$132,556,852","3,924","$53,113,752","3,924",2013,/movies/?id=wolverine2.htm
0,23,Anchorman 2: The Legend Continues,Par.,"$125,168,368","3,507","$26,232,425","3,507",2013,/movies/?id=anchorman2.htm
0,24,Lone Survivor,Uni.,"$125,095,601","3,285","$90,872",2,2013,/movies/?id=lonesurvivor.htm
0,25,G.I. Joe: Retaliation,Par.,"$122,523,060","3,734","$40,501,814","3,719",2013,/movies/?id=gijoe2.htm
0,26,Cloudy with a Chance of Meatballs 2,Sony,"$119,793,567","4,001","$34,017,930","4,001",2013,/movies/?id=cloudy2.htm
0,27,Now You See Me,LG/S,"$117,723,989","3,082","$29,350,389","2,925",2013,/movies/?id=nowyouseeme.htm
0,28,The Wolf of Wall Street,Par.,"$116,900,694","2,557","$18,361,578","2,537",2013,/movies/?id=wolfofwallstreet.htm
0,29,Lee Daniels' The Butler,Wein.,"$116,632,095","3,330","$24,637,312","2,933",2013,/movies/?id=butler.htm
0,30,The Hangover Part III,WB,"$112,200,072","3,565","$41,671,198","3,555",2013,/movies/?id=hangover3.htm
0,31,Epic,Fox,"$107,518,682","3,894","$33,531,068","3,882",2013,/movies/?id=leafmen.htm
0,32,Captain Phillips,Sony,"$107,100,855","3,143","$25,718,314","3,020",2013,/movies/?id=captainphillips.htm
0,33,Jackass Presents: Bad Grandpa,Par.,"$102,003,019","3,345","$32,055,177","3,336",2013,/movies/?id=badgrandpa.htm
0,34,Pacific Rim,WB,"$101,802,906","3,285","$37,285,325","3,275",2013,/movies/?id=pacificrim.htm
0,35,This is the End,Sony,"$101,470,202","3,055","$20,719,162","3,055",2013,/movies/?id=rogenhilluntitled.htm
0,36,Olympus Has Fallen,FD,"$98,925,640","3,106","$30,373,794","3,098",2013,/movies/?id=olympushasfallen.htm
0,37,42,WB,"$95,020,213","3,405","$27,487,144","3,003",2013,/movies/?id=42.htm
0,38,Elysium,TriS,"$93,050,117","3,284","$29,807,393","3,284",2013,/movies/?id=elysium.htm
0,39,Planes,BV,"$90,288,712","3,716","$22,232,291","3,702",2013,/movies/?id=planes.htm
0,40,The Lone Ranger,BV,"$89,302,115","3,904","$29,210,849","3,904",2013,/movies/?id=loneranger.htm
0,41,Oblivion,Uni.,"$89,107,235","3,792","$37,054,485","3,783",2013,/movies/?id=oblivion.htm
0,42,Insidious Chapter 2,FD,"$83,586,447","3,155","$40,272,103","3,049",2013,/movies/?id=insidious2.htm
0,43,Saving Mr. Banks,BV,"$83,301,580","2,671","$413,373",15,2013,/movies/?id=savingmrbanks.htm
0,44,Turbo,Fox,"$83,028,128","3,809","$21,312,625","3,806",2013,/movies/?id=turbo.htm
0,45,2 Guns,Uni.,"$75,612,460","3,028","$27,059,130","3,025",2013,/movies/?id=2guns.htm
0,46,White House Down,Sony,"$73,103,784","3,222","$24,852,258","3,222",2013,/movies/?id=whitehousedown.htm
0,47,Mama,Uni.,"$71,628,180","2,781","$28,402,310","2,647",2013,/movies/?id=mama.htm
0,48,Safe Haven,Rela.,"$71,349,120","3,223","$21,401,594","3,223",2013,/movies/?id=safehaven.htm
0,49,The Smurfs 2,Sony,"$71,017,784","3,867","$17,548,389","3,866",2013,/movies/?id=smurfs2.htm
0,50,The Best Man Holiday,Uni.,"$70,525,195","2,041","$30,107,555","2,024",2013,/movies/?id=bestman2.htm
0,51,Percy Jackson: Sea of Monsters,Fox,"$68,559,554","3,080","$14,401,054","3,031",2013,/movies/?id=percyjackson2.htm
0,52,A Good Day to Die Hard,Fox,"$67,349,198","3,555","$24,834,845","3,553",2013,/movies/?id=diehard5.htm
0,53,Warm Bodies,LG/S,"$66,380,662","3,009","$20,353,967","3,009",2013,/movies/?id=warmbodies.htm
0,54,Jack the Giant Slayer,WB (NL),"$65,187,603","3,525","$27,202,226","3,525",2013,/movies/?id=jackthegiantkiller.htm
0,55,The Purge,Uni.,"$64,473,115","2,591","$34,058,360","2,536",2013,/movies/?id=purge.htm
0,56,Last Vegas,CBS,"$63,914,167","3,237","$16,334,566","3,065",2013,/movies/?id=lastvegas.htm
0,57,Ender's Game,LG/S,"$61,737,191","3,407","$27,017,351","3,407",2013,/movies/?id=endersgame.htm
0,58,Prisoners,WB,"$61,002,302","3,290","$20,817,053","3,260",2013,/movies/?id=prisoners.htm
0,59,After Earth,Sony,"$60,522,097","3,401","$27,520,040","3,401",2013,/movies/?id=1000ae.htm
0,60,The Secret Life of Walter Mitty,Fox,"$58,236,838","2,922","$12,765,508","2,909",2013,/movies/?id=waltermitty.htm
0,61,Escape From Planet Earth,Wein.,"$57,012,977","3,353","$15,891,055","3,288",2013,/movies/?id=escapefromplanetearth.htm
0,62,12 Years a Slave,FoxS,"$56,671,993","1,474","$923,715",19,2013,/movies/?id=twelveyearsaslave.htm
0,63,Free Birds,Rela.,"$55,750,480","3,736","$15,805,237","3,736",2013,/movies/?id=turkeys.htm
0,64,Hansel and Gretel: Witch Hunters,Par.,"$55,703,475","3,375","$19,690,956","3,372",2013,/movies/?id=hanselandgretelwitchhunters.htm
0,65,Evil Dead (2013),TriS,"$54,239,856","3,025","$25,775,847","3,025",2013,/movies/?id=evildead2013.htm
0,66,Red 2,LG/S,"$53,262,560","3,016","$18,048,422","3,016",2013,/movies/?id=red2.htm
0,67,Tyler Perry's A Madea Christmas,LGF,"$52,543,354","2,194","$16,007,634","2,194",2013,/movies/?id=madeachristmas.htm
0,68,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,"$51,975,354","2,047","$21,641,679","2,047",2013,/movies/?id=marriagecounselor.htm
0,69,The Call,TriS,"$51,872,378","2,507","$17,118,745","2,507",2013,/movies/?id=call2013.htm
0,70,Pain and Gain,Par.,"$49,875,291","3,303","$20,244,505","3,277",2013,/movies/?id=painandgain.htm
0,71,Gangster Squad,WB,"$46,000,903","3,103","$17,070,347","3,103",2013,/movies/?id=gangstersquad.htm
0,72,Jurassic Park 3D,Uni.,"$45,385,935","2,778","$18,620,145","2,771",2013,/movies/?id=jurassicpark3d.htm
0,73,The Internship,Fox,"$44,672,764","3,399","$17,325,307","3,366",2013,/movies/?id=internship.htm
0,74,Instructions Not Included,LGF,"$44,467,206",978,"$7,846,426",348,2013,/movies/?id=instructionsnotincluded.htm
0,75,Snitch,LG/S,"$42,930,462","2,511","$13,167,607","2,511",2013,/movies/?id=snitch.htm
0,76,Riddick,Uni.,"$42,025,135","3,117","$19,030,375","3,107",2013,/movies/?id=riddick.htm
0,77,A Haunted House,ORF,"$40,041,683","2,160","$18,101,682","2,160",2013,/movies/?id=hauntedhouse.htm
0,78,47 Ronin,Uni.,"$38,362,475","2,690","$9,910,310","2,689",2013,/movies/?id=47ronin.htm
0,79,August: Osage County,Wein.,"$37,738,810","2,411","$179,302",5,2013,/movies/?id=augustosagecounty.htm
0,80,Philomena,Wein.,"$37,709,979","1,225","$128,435",4,2013,/movies/?id=philomena.htm
0,81,The Family (2013),Rela.,"$36,918,811","3,091","$14,034,764","3,091",2013,/movies/?id=malavita.htm
0,82,Walking with Dinosaurs,Fox,"$36,076,121","3,243","$7,091,938","3,231",2013,/movies/?id=walkingwithdinosaurs.htm
0,83,Carrie (2013),SGem,"$35,266,619","3,157","$16,101,552","3,157",2013,/movies/?id=carrie2013.htm
0,84,Texas Chainsaw 3D,LGF,"$34,341,945","2,659","$21,744,470","2,654",2013,/movies/?id=texaschainsaw3d.htm
0,85,R.I.P.D.,Uni.,"$33,618,855","2,852","$12,691,415","2,852",2013,/movies/?id=ripd.htm
0,86,Blue Jasmine,SPC,"$33,405,481","1,283","$612,064",6,2013,/movies/?id=bluejasmine.htm
0,87,Kevin Hart: Let Me Explain,LG/S,"$32,244,051",892,"$10,030,463",876,2013,/movies/?id=kevinhart2013.htm
0,88,Side Effects (2013),ORF,"$32,172,757","2,605","$9,303,145","2,605",2013,/movies/?id=bitterpill.htm
0,89,Scary Movie 5,W/Dim.,"$32,015,787","3,402","$14,157,367","3,402",2013,/movies/?id=scarymovie5.htm
0,90,The Mortal Instruments: City of Bones,SGem,"$31,165,421","3,118","$9,336,957","3,118",2013,/movies/?id=mortalinstruments.htm
0,91,Delivery Man,BV,"$30,664,106","3,036","$7,944,977","3,036",2013,/movies/?id=deliveryman.htm
0,92,Grudge Match,WB,"$29,807,260","2,856","$7,021,993","2,838",2013,/movies/?id=grudgematch.htm
0,93,One Direction: This is Us,TriS,"$28,873,374","2,735","$15,815,497","2,735",2013,/movies/?id=onedirection.htm
0,94,Kick-Ass 2,Uni.,"$28,795,985","2,945","$13,332,955","2,940",2013,/movies/?id=kickass2.htm
0,95,Dallas Buyers Club,Focus,"$27,298,285","1,110","$260,865",9,2013,/movies/?id=dallasbuyersclub.htm
0,96,Rush (2013),Uni.,"$26,947,624","2,308","$187,289",5,2013,/movies/?id=rush2013.htm
0,97,The Host (2013),ORF,"$26,627,201","3,202","$10,600,112","3,202",2013,/movies/?id=host2013.htm
0,98,The World's End,Focus,"$26,004,851","1,553","$8,811,790","1,551",2013,/movies/?id=worldsend.htm
0,99,21 and Over,Rela.,"$25,682,380","2,771","$8,754,168","2,771",2013,/movies/?id=21andover.htm
0,100,Her (2013),WB,"$25,568,251","1,729","$260,382",6,2013,/movies/?id=her2013.htm
0,1,American Sniper,WB,"$350,126,372","3,885","$633,456",4,2014,/movies/?id=americansniper.htm
0,2,The Hunger Games: Mockingjay - Part 1,LGF,"$337,135,885","4,151","$121,897,634","4,151",2014,/movies/?id=hungergames3.htm
0,3,Guardians of the Galaxy,BV,"$333,176,600","4,088","$94,320,883","4,080",2014,/movies/?id=marvel2014a.htm
0,4,Captain America: The Winter Soldier,BV,"$259,766,572","3,938","$95,023,721","3,938",2014,/movies/?id=marvel14b.htm
0,5,The LEGO Movie,WB,"$257,760,692","3,890","$69,050,279","3,775",2014,/movies/?id=lego.htm
0,6,The Hobbit: The Battle of the Five Armies,WB (NL),"$255,119,788","3,875","$54,724,334","3,875",2014,/movies/?id=hobbit3.htm
0,7,Transformers: Age of Extinction,Par.,"$245,439,076","4,233","$100,038,390","4,233",2014,/movies/?id=transformers4.htm
0,8,Maleficent,BV,"$241,410,378","3,948","$69,431,298","3,948",2014,/movies/?id=maleficient.htm
0,9,X-Men: Days of Future Past,Fox,"$233,921,534","4,001","$90,823,660","3,996",2014,/movies/?id=xmen2014.htm
0,10,Big Hero 6,BV,"$222,527,828","3,773","$56,215,889","3,761",2014,/movies/?id=disney2014.htm
0,11,Dawn of the Planet of the Apes,Fox,"$208,545,589","3,969","$72,611,427","3,967",2014,/movies/?id=dawnoftheapes.htm
0,12,The Amazing Spider-Man 2,Sony,"$202,853,933","4,324","$91,608,337","4,324",2014,/movies/?id=amazingspiderman2.htm
0,13,Godzilla (2014),WB,"$200,676,069","3,952","$93,188,384","3,952",2014,/movies/?id=godzilla2012.htm
0,14,22 Jump Street,Sony,"$191,719,337","3,426","$57,071,445","3,306",2014,/movies/?id=21jumpstreet2.htm
0,15,Teenage Mutant Ninja Turtles (2014),Par.,"$191,204,754","3,980","$65,575,105","3,845",2014,/movies/?id=tmnt2013.htm
0,16,Interstellar,Par.,"$188,020,017","3,561","$47,510,360","3,561",2014,/movies/?id=interstellar.htm
0,17,How to Train Your Dragon 2,Fox,"$177,002,924","4,268","$49,451,322","4,253",2014,/movies/?id=howtotrainyourdragon2.htm
0,18,Gone Girl,Fox,"$167,767,189","3,284","$37,513,109","3,014",2014,/movies/?id=gonegirl.htm
0,19,Divergent,LG/S,"$150,947,895","3,936","$54,607,747","3,936",2014,/movies/?id=divergent.htm
0,20,Neighbors,Uni.,"$150,157,400","3,311","$49,033,915","3,279",2014,/movies/?id=townies.htm
0,21,Ride Along,Uni.,"$134,938,200","2,867","$41,516,170","2,663",2014,/movies/?id=ridealong.htm
0,22,Rio 2,Fox,"$131,538,435","3,975","$39,327,869","3,948",2014,/movies/?id=rio2.htm
0,23,Into the Woods,BV,"$128,002,372","2,833","$31,051,923","2,440",2014,/movies/?id=intothewoods.htm
0,24,Lucy,Uni.,"$126,663,600","3,202","$43,899,340","3,173",2014,/movies/?id=lucy.htm
0,25,The Fault in our Stars,Fox,"$124,872,350","3,340","$48,002,523","3,173",2014,/movies/?id=faultinourstars.htm
0,26,Unbroken,Uni.,"$115,637,895","3,301","$30,621,445","3,131",2014,/movies/?id=unbroken.htm
0,27,Night at the Museum: Secret of the Tomb,Fox,"$113,746,621","3,914","$17,100,520","3,785",2014,/movies/?id=nightatthemuseum3.htm
0,28,Mr. Peabody & Sherman,Fox,"$111,506,430","3,951","$32,207,057","3,934",2014,/movies/?id=mrpeabodyandsherman.htm
0,29,300: Rise of An Empire,WB,"$106,580,051","3,490","$45,038,460","3,470",2014,/movies/?id=300sequel.htm
0,30,The Maze Runner,Fox,"$102,427,862","3,638","$32,512,804","3,604",2014,/movies/?id=mazerunner.htm
0,31,The Equalizer,Sony,"$101,530,738","3,236","$34,137,828","3,236",2014,/movies/?id=equalizer.htm
0,32,Noah,Par.,"$101,200,044","3,571","$43,720,472","3,567",2014,/movies/?id=noah.htm
0,33,Edge of Tomorrow,WB,"$100,206,256","3,505","$28,760,246","3,490",2014,/movies/?id=allyouneediskill.htm
0,34,Non-Stop,Uni.,"$92,168,600","3,183","$28,875,635","3,090",2014,/movies/?id=nonstop.htm
0,35,Heaven is for Real,TriS,"$91,443,253","3,048","$22,522,221","2,417",2014,/movies/?id=heavenisforreal.htm
0,36,The Imitation Game,Wein.,"$91,125,683","2,402","$479,352",4,2014,/movies/?id=imitationgame.htm
0,37,Dumb and Dumber To,Uni.,"$86,208,010","3,188","$36,111,775","3,154",2014,/movies/?id=dumberto.htm
0,38,Annie (2014),Sony,"$85,911,262","3,197","$15,861,939","3,116",2014,/movies/?id=annie2014.htm
0,39,Fury (2014),Sony,"$85,817,906","3,313","$23,702,421","3,173",2014,/movies/?id=fury2014.htm
0,40,Tammy,WB (NL),"$84,525,432","3,465","$21,577,049","3,465",2014,/movies/?id=tammy.htm
0,41,Annabelle,WB (NL),"$84,273,813","3,215","$37,134,255","3,185",2014,/movies/?id=newlinehorror.htm
0,42,The Other Woman (2014),Fox,"$83,911,193","3,306","$24,763,752","3,205",2014,/movies/?id=otherwoman14.htm
0,43,Penguins of Madagascar,Fox,"$83,350,911","3,775","$25,447,444","3,764",2014,/movies/?id=penguinsofmadagascar.htm
0,44,Let's Be Cops,Fox,"$82,390,774","3,140","$17,813,722","3,094",2014,/movies/?id=letsbecops.htm
0,45,The Monuments Men,Sony,"$78,031,620","3,083","$22,003,433","3,083",2014,/movies/?id=monumentsmen.htm
0,46,Hercules (2014),Par.,"$72,688,614","3,595","$29,800,263","3,595",2014,/movies/?id=hercules2014.htm
0,47,The Purge: Anarchy,Uni.,"$71,962,800","2,856","$29,816,675","2,805",2014,/movies/?id=purge2.htm
0,48,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,"$66,954,149","3,117","$18,360,230","3,088",2014,/movies/?id=alexanderbadday.htm
0,49,Think Like a Man Too,SGem,"$65,182,182","2,225","$29,241,911","2,225",2014,/movies/?id=thinklikeaman2.htm
0,50,Exodus: Gods and Kings,Fox,"$65,014,513","3,503","$24,115,934","3,503",2014,/movies/?id=exodus.htm
0,51,The Nut Job,ORF,"$64,251,541","3,472","$19,423,000","3,427",2014,/movies/?id=nutjob.htm
0,52,God's Not Dead,Free,"$60,755,732","1,860","$9,217,013",780,2014,/movies/?id=godsnotdead.htm
0,53,Son of God,Fox,"$59,700,064","3,271","$25,601,865","3,260",2014,/movies/?id=sonofgod.htm
0,54,The Grand Budapest Hotel,FoxS,"$59,301,324","1,467","$811,166",4,2014,/movies/?id=grandbudapesthotel.htm
0,55,Planes: Fire & Rescue,BV,"$59,165,787","3,839","$17,509,407","3,826",2014,/movies/?id=planes2.htm
0,56,RoboCop (2014),Sony,"$58,607,007","3,372","$21,681,430","3,372",2014,/movies/?id=robocop2013.htm
0,57,Dracula Untold,Uni.,"$56,280,355","2,900","$23,514,615","2,885",2014,/movies/?id=dracula.htm
0,58,Horrible Bosses 2,WB,"$54,445,357","3,400","$15,457,418","3,375",2014,/movies/?id=horriblebosses2.htm
0,59,The Hundred-Foot Journey,BV,"$54,240,821","2,167","$10,979,290","2,023",2014,/movies/?id=100foot.htm
0,60,No Good Deed (2014),SGem,"$52,543,632","2,175","$24,250,283","2,175",2014,/movies/?id=nogooddeed13.htm
0,61,Selma,Par.,"$52,076,908","2,235","$571,450",19,2014,/movies/?id=selma.htm
0,62,Muppets Most Wanted,BV,"$51,183,113","3,194","$17,005,126","3,194",2014,/movies/?id=muppets2.htm
0,63,Ouija,Uni.,"$50,856,010","2,899","$19,875,995","2,858",2014,/movies/?id=ouija.htm
0,64,The Boxtrolls,Focus,"$50,837,305","3,464","$17,275,239","3,464",2014,/movies/?id=laika2014.htm
0,65,Jack Ryan: Shadow Recruit,Par.,"$50,577,412","3,387","$15,451,981","3,387",2014,/movies/?id=jackryan.htm
0,66,If I Stay,WB (NL),"$50,474,843","3,157","$15,679,190","2,907",2014,/movies/?id=ifistay.htm
0,67,The Book of Life (2014),Fox,"$50,151,543","3,113","$17,005,218","3,071",2014,/movies/?id=bookoflife14.htm
0,68,About Last Night (2014),SGem,"$48,637,684","2,253","$25,649,011","2,253",2014,/movies/?id=aboutlastnight14.htm
0,69,Into The Storm,WB (NL),"$47,602,194","3,434","$17,346,427","3,434",2014,/movies/?id=intothestorm.htm
0,70,The Judge,WB,"$47,119,388","3,003","$13,116,226","3,003",2014,/movies/?id=judge.htm
0,71,Jersey Boys,WB,"$47,047,013","2,905","$13,319,371","2,905",2014,/movies/?id=jerseyboys.htm
0,72,Blended,WB,"$46,294,610","3,555","$14,284,031","3,555",2014,/movies/?id=blended.htm
0,73,The Giver,Wein.,"$45,090,374","3,003","$12,305,016","3,003",2014,/movies/?id=giver.htm
0,74,St. Vincent,Wein.,"$44,137,712","2,552","$109,878",4,2014,/movies/?id=stvincent.htm
0,75,Need for Speed,BV,"$43,577,636","3,115","$17,844,939","3,115",2014,/movies/?id=needforspeed.htm
0,76,A Million Ways to Die in the West,Uni.,"$43,139,300","3,160","$16,797,385","3,158",2014,/movies/?id=millionwaystodie.htm
0,77,John Wick,LG/S,"$43,037,835","2,589","$14,415,922","2,589",2014,/movies/?id=johnwick.htm
0,78,Birdman,FoxS,"$42,340,598","1,213","$424,397",4,2014,/movies/?id=birdman.htm
0,79,Dolphin Tale 2,WB,"$42,024,533","3,656","$15,873,397","3,656",2014,/movies/?id=dolphintale2.htm
0,80,The Expendables 3,LGF,"$39,322,544","3,221","$15,879,645","3,221",2014,/movies/?id=expendables3.htm
0,81,Earth to Echo,Rela.,"$38,934,842","3,230","$8,364,658","3,230",2014,/movies/?id=echo.htm
0,82,Sex Tape,Sony,"$38,543,473","3,062","$14,608,152","3,062",2014,/movies/?id=sextape.htm
0,83,Wild (2014),FoxS,"$37,880,356","1,361","$606,810",21,2014,/movies/?id=wild2014.htm
0,84,Million Dollar Arm,BV,"$36,457,627","3,019","$10,515,659","3,019",2014,/movies/?id=milliondollararm.htm
0,85,The Theory of Everything,Focus,"$35,893,537","1,220","$208,763",5,2014,/movies/?id=theoryofeverything.htm
0,86,This is Where I Leave You,WB,"$34,296,320","2,868","$11,558,149","2,868",2014,/movies/?id=thisiswhereileaveyou.htm
0,87,The Gambler,Par.,"$33,680,992","2,494","$9,129,999","2,478",2014,/movies/?id=gambler.htm
0,88,Paranormal Activity: The Marked Ones,Par.,"$32,462,372","2,883","$18,343,611","2,867",2014,/movies/?id=paranormalactivity5.htm
0,89,Nightcrawler,ORF,"$32,381,217","2,766","$10,441,000","2,766",2014,/movies/?id=nightcrawlers.htm
0,90,Chef,ORF,"$31,424,003","1,298","$204,961",6,2014,/movies/?id=chef.htm
0,91,Get On Up,Uni.,"$30,703,100","2,469","$13,585,915","2,468",2014,/movies/?id=getonup.htm
0,92,3 Days to Kill,Rela.,"$30,697,999","2,872","$12,242,218","2,872",2014,/movies/?id=threedaystokill.htm
0,93,Deliver Us From Evil,SGem,"$30,577,122","3,049","$9,740,471","3,049",2014,/movies/?id=bewarethenight.htm
0,94,When the Game Stands Tall,TriS,"$30,127,963","2,766","$8,381,509","2,673",2014,/movies/?id=whenthegamestandstall.htm
0,95,Draft Day,LG/S,"$28,842,237","2,781","$9,783,603","2,781",2014,/movies/?id=draftday.htm
0,96,Oculus,Rela.,"$27,695,246","2,648","$12,005,402","2,648",2014,/movies/?id=oculus.htm
0,97,The Best of Me,Rela.,"$26,766,213","2,936","$10,003,827","2,936",2014,/movies/?id=bestofme.htm
0,98,A Walk Among the Tombstones,Uni.,"$26,307,600","2,714","$12,758,780","2,712",2014,/movies/?id=walktombstones.htm
0,99,That Awkward Moment,Focus,"$26,068,955","2,809","$8,742,109","2,809",2014,/movies/?id=areweofficiallydating.htm
0,100,Boyhood,IFC,"$25,352,281",775,"$387,618",5,2014,/movies/?id=boyhood.htm
0,1,Star Wars: The Force Awakens,BV,"$936,662,225","4,134","$247,966,675","4,134",2015,/movies/?id=starwars7.htm
0,2,Jurassic World,Uni.,"$652,270,625","4,291","$208,806,270","4,274",2015,/movies/?id=jurassicpark4.htm
0,3,Avengers: Age of Ultron,BV,"$459,005,868","4,276","$191,271,109","4,276",2015,/movies/?id=avengers2.htm
0,4,Inside Out,BV,"$356,461,711","4,158","$90,440,272","3,946",2015,/movies/?id=pixar2014.htm
0,5,Furious 7,Uni.,"$353,007,020","4,022","$147,187,040","4,004",2015,/movies/?id=fast7.htm
0,6,Minions,Uni.,"$336,045,770","4,311","$115,718,405","4,301",2015,/movies/?id=minions.htm
0,7,The Hunger Games: Mockingjay - Part 2,LGF,"$281,723,902","4,175","$102,665,981","4,175",2015,/movies/?id=hungergames4.htm
0,8,The Martian,Fox,"$228,433,663","3,854","$54,308,575","3,831",2015,/movies/?id=scott2016.htm
0,9,Cinderella (2015),BV,"$201,151,353","3,848","$67,877,361","3,845",2015,/movies/?id=cinderella2015.htm
0,10,Spectre,Sony,"$200,074,609","3,929","$70,403,148","3,929",2015,/movies/?id=bond24.htm
0,11,Mission: Impossible - Rogue Nation,Par.,"$195,042,377","3,988","$55,520,089","3,956",2015,/movies/?id=mi5.htm
0,12,Pitch Perfect 2,Uni.,"$184,296,230","3,660","$69,216,890","3,473",2015,/movies/?id=pitchperfect2.htm
0,13,The Revenant,Fox,"$183,637,894","3,711","$474,560",4,2015,/movies/?id=revenant.htm
0,14,Ant-Man,BV,"$180,202,163","3,868","$57,225,526","3,856",2015,/movies/?id=antman.htm
0,15,Home (2015),Fox,"$177,397,510","3,801","$52,107,731","3,708",2015,/movies/?id=happysmekday.htm
0,16,Hotel Transylvania 2,Sony,"$169,700,110","3,768","$48,464,322","3,754",2015,/movies/?id=hoteltransylvania2.htm
0,17,Fifty Shades of Grey,Uni.,"$166,167,230","3,655","$85,171,450","3,646",2015,/movies/?id=fiftyshadesofgrey.htm
0,18,The SpongeBob Movie: Sponge Out of Water,Par.,"$162,994,032","3,680","$55,365,012","3,641",2015,/movies/?id=spongebob2.htm
0,19,Straight Outta Compton,Uni.,"$161,197,785","3,142","$60,200,180","2,757",2015,/movies/?id=straightouttacompton.htm
0,20,San Andreas,WB (NL),"$155,190,832","3,812","$54,588,173","3,777",2015,/movies/?id=sanandreas.htm
0,21,Mad Max: Fury Road,WB,"$153,636,354","3,722","$45,428,128","3,702",2015,/movies/?id=furyroad.htm
0,22,Daddy's Home,Par.,"$150,357,137","3,483","$38,740,203","3,271",2015,/movies/?id=daddyshome.htm
0,23,The Divergent Series: Insurgent,LG/S,"$130,179,072","3,875","$52,263,680","3,875",2015,/movies/?id=insurgent.htm
0,24,The Peanuts Movie,Fox,"$130,178,411","3,902","$44,213,073","3,897",2015,/movies/?id=peanuts2015.htm
0,25,Kingsman: The Secret Service,Fox,"$128,261,724","3,282","$36,206,331","3,204",2015,/movies/?id=secretservice.htm
